Names,Prices,RAM|ROM,Camera,Display,Processor,Battery,Ratings
"LAVA Z2 Max (Stroked Blue, 32 GB)","7,799",2 GB RAM | 32 GB ROM | Expandable Upto 256 GB,13MP + 2MP | 8MP Front Camera,17.78 cm (7 inch) HD+ Display,MediaTek Helio Quad Core Processor,6000 mAh Li-Polymer Battery,4.1
"Redmi 9A (Nature Green, 32 GB)","7,299",2 GB RAM | 32 GB ROM,13MP Rear Camera,16.59 cm (6.53 inch) Full HD+ Display,1 Year  Manufacturer Warranty,5000 mAh Battery,4.3
"Tecno Spark 8C (Iris Purple, 64 GB)","7,899",3 GB RAM | 64 GB ROM | Expandable Upto 256 GB,13MP Rear Camera,16.76 cm (6.6 inch) HD+ Display,1 Year Manufacturer Warranty for Handset and 6 Months Warranty for In the Box Accessories,5000 mAh Battery,4.2
"itel Vision 3 (Multi Green, 64 GB)","6,925",3 GB RAM | 64 GB ROM | Expandable Upto 128 GB,8MP Rear Camera | 5MP Front Camera,16.76 cm (6.6 inch) HD+ Display,Unisoc 9863A Processor,5000 mAh Lithium Polymer Battery,4.1
"itel Vision2S (Gradation Purple, 32 GB)","6,100",2 GB RAM | 32 GB ROM | Expandable Upto 128 GB,8MP + VGA Dual AI Camera | 5MP Front Camera,16.56 cm (6.52 inch) HD+ Display,Unisoc 9863A Octa Core Processor,5000 mAh Li-ion Polymer Battery,4
"itel Vision3 Turbo (Jewel Blue, 64 GB)","7,990",3 GB RAM | 64 GB ROM,8MP Rear Camera,16.76 cm (6.6 inch) Display,1 Year warranty on mobile device &  6 months on accessories.,5000 mAh Battery,3.8
"Tecno Spark Go 2020 (Ice jadeite, 32 GB)","7,999",2 GB RAM | 32 GB ROM | Expandable Upto 256 GB,13MP + AI Lens Dual Camera | 8MP Front Camera,16.56 cm (6.52 inch) HD+ Display,MediaTek Helio A20 Quad Core Processor,5000 mAh Lithium-ion Battery,4.4
"REDMI 9i (Sea Blue, 64 GB)","7,499",4 GB RAM | 64 GB ROM | Expandable Upto 512 GB,13MP Rear Camera | 5MP Front Camera,16.59 cm (6.53 inch) HD+ Display,MediaTek Helio G25 Processor,5000 mAh Lithium Polymer Battery,4.3
"LAVA Z3 (Striped Blue, 32 GB)","7,499",3 GB RAM | 32 GB ROM | Expandable Upto 512 GB,8MP Rear Camera | 5MP Front Camera,16.51 cm (6.5 inch) HD+ Display,MediaTek Helio A20 Processor,5000 mAh Lithium Polymer Battery,4.1
"Lenovo A5 (Black, 32 GB)","7,999",3 GB RAM | 32 GB ROM | Expandable Upto 256 GB,13MP Rear Camera | 8MP Front Camera,13.84 cm (5.45 inch) HD+ Display,MediaTek MT6739 Processor,4000 mAh Battery,4.1
"LAVA Z2s (Striped Blue, 32 GB)","7,299",2 GB RAM | 32 GB ROM | Expandable Upto 512 GB,8MP Rear Camera | 5MP Front Camera,16.54 cm (6.51 inch) HD+ Display,MediaTek Helio Octa Core Processor,5000 mAh Li-Polymer Battery,4.1
"Infinix Smart 5 (Obsidian Black, 32 GB)","7,499",2 GB RAM | 32 GB ROM | Expandable Upto 256 GB,13MP + Low Light Sensor | 8MP Front Camera,17.32 cm (6.82 inch) HD+ Display,MediaTek Helio G25 Processor,6000 mAh Li-ion Polymer Battery,4.3
"Infinix Smart HD 2021 (Quartz Green, 32 GB)","7,999",2 GB RAM | 32 GB ROM | Expandable Upto 256 GB,8MP Rear Camera | 5MP Front Camera,15.49 cm (6.1 inch) HD+ Display,MediaTek Helio A20 Processor,5000 mAh Li-ion Polymer Battery,4.3
"LAVA Z2 (Aqua Blue, 32 GB)","7,999",3 GB RAM | 32 GB ROM | Expandable Upto 512 GB,13MP + 2MP | 8MP Front Camera,16.55 cm (6.517 inch) HD+ Display,MediaTek Helio G35 Processor,5000 mAh Li-Polymer Battery,4.1
"REDMI 9i (Nature Green, 64 GB)","7,499",4 GB RAM | 64 GB ROM | Expandable Upto 512 GB,13MP Rear Camera | 5MP Front Camera,16.59 cm (6.53 inch) HD+ Display,MediaTek Helio G25 Processor,5000 mAh Lithium Polymer Battery,4.3
"Redmi 8A (Ocean Blue, 32 GB)","7,999",2 GB RAM | 32 GB ROM | Expandable Upto 512 GB,12MP Rear Camera | 8MP Front Camera,15.8 cm (6.22 inch) HD+ Display,Qualcomm Snapdragon 439 Processor,5000 mAh Battery,4.4
"LAVA Z2 (Flame Red, 32 GB)","7,999",3 GB RAM | 32 GB ROM | Expandable Upto 512 GB,13MP + 2MP | 8MP Front Camera,16.55 cm (6.517 inch) HD+ Display,MediaTek Helio G35 Processor,5000 mAh Li-Polymer Battery,4.1
"Redmi 8A (Sunset Red, 32 GB)","7,999",2 GB RAM | 32 GB ROM | Expandable Upto 512 GB,12MP Rear Camera | 8MP Front Camera,15.8 cm (6.22 inch) HD+ Display,Qualcomm Snapdragon 439 Processor,5000 mAh Battery,4.4
"Tecno Spark Go 2021 (Horizon Orange, 32 GB)","7,490",2 GB RAM | 32 GB ROM,13MP Rear Camera,16.56 cm (6.52 inch) Display,"One Year Warranty for Handset, 6 Months for Accessories",5000 mAh Battery,4.2
"Coolpad Cool 3 Plus (Ocean Blue, 32 GB)","7,490",3 GB RAM | 32 GB ROM,13MP Rear Camera,14.5 cm (5.71 inch) Display,1 year from the manufacturer,3000 mAh Battery,3.5
"Redmi Y2 (Black, 32 GB)","7,990",3 GB RAM | 32 GB ROM | Expandable Upto 256 GB,12MP + 5MP | 16MP Front Camera,15.21 cm (5.99 inch) HD+ Display,Qualcomm Snapdragon 625 Processor,3080 mAh Li Polymer Battery,4.5
Cellecor E2+,"1,007",<p>None</p>,<p>None</p>,<p>None</p>,<p>None</p>,<p>None</p>,4.6
"Nokia Lumia 520 (Black, 8 GB)","7,800",512 MB RAM | 8 GB ROM | Expandable Upto 64 GB,5MP Rear Camera,10.16 cm (4 inch) WVGA Display,Qualcomm Snapdragon S4 Processor,1430 mAh Battery,4.2
"realme C30 (Lake Blue, 32 GB)","5,749",2 GB RAM | 32 GB ROM | Expandable Upto 1 TB,8MP Rear Camera | 5MP Front Camera,16.51 cm (6.5 inch) HD+ Display,Unisoc T612 Processor,5000 mAh Lithium Ion Battery,4.3
"realme C30 (Bamboo Green, 32 GB)","5,749",2 GB RAM | 32 GB ROM | Expandable Upto 1 TB,8MP Rear Camera | 5MP Front Camera,16.51 cm (6.5 inch) HD+ Display,Unisoc T612 Processor,5000 mAh Lithium Ion Battery,4.3
Cellecor R50,"1,456",32 MB RAM | 32 MB ROM | Expandable Upto 32 GB,0.8MP Rear Camera,6.1 cm (2.4 inch) Display,1 Year Manufacturer Warranty,2750 mAh Battery,4
"realme C30 (Denim Black, 32 GB)","5,749",2 GB RAM | 32 GB ROM | Expandable Upto 1 TB,8MP Rear Camera | 5MP Front Camera,16.51 cm (6.5 inch) HD+ Display,Unisoc T612 Processor,5000 mAh Lithium Ion Battery,4.3
"POCO C31 (Royal Blue, 32 GB)","6,499",3 GB RAM | 32 GB ROM | Expandable Upto 512 GB,13MP + 2MP + 2MP | 5MP Front Camera,16.59 cm (6.53 inch) HD+ Display,MediaTek Helio G35 Processor,5000 mAh Lithium-ion Polymer Battery,4.3
"realme C30 (Denim Black, 32 GB)","6,749",3 GB RAM | 32 GB ROM | Expandable Upto 1 TB,8MP Rear Camera | 5MP Front Camera,16.51 cm (6.5 inch) HD+ Display,Unisoc T612 Processor,5000 mAh Lithium Ion Battery,4.1
"realme C30 (Lake Blue, 32 GB)","6,749",3 GB RAM | 32 GB ROM | Expandable Upto 1 TB,8MP Rear Camera | 5MP Front Camera,16.51 cm (6.5 inch) HD+ Display,Unisoc T612 Processor,5000 mAh Lithium Ion Battery,4.1
"realme C30 (Bamboo Green, 32 GB)","6,749",3 GB RAM | 32 GB ROM | Expandable Upto 1 TB,8MP Rear Camera | 5MP Front Camera,16.51 cm (6.5 inch) HD+ Display,Unisoc T612 Processor,5000 mAh Lithium Ion Battery,4.1
"POCO C31 (Shadow Gray, 32 GB)","6,499",3 GB RAM | 32 GB ROM | Expandable Upto 512 GB,13MP + 2MP + 2MP | 5MP Front Camera,16.59 cm (6.53 inch) HD+ Display,MediaTek Helio G35 Processor,5000 mAh Lithium-ion Polymer Battery,4.3
"POCO C50 (Royal Blue, 32 GB)","6,499",2 GB RAM | 32 GB ROM | Expandable Upto 512 GB,8MP Dual Camera | 5MP Front Camera,16.56 cm (6.52 inch) HD+ Display,"Mediatek Helio A22 Processor, Upto 2.0 GHz Processor",5000 mAh Lithium Polymer Battery,4.3
Nokia 105 SS,"1,299",32 MB RAM | 32 MB ROM,0MP Front Camera,4.5 cm (1.77 inch) QVGA Display,SC6531E Processor,800 mAh Lithium Ion Battery,4.2
"POCO C50 (Country Green, 32 GB)","6,499",2 GB RAM | 32 GB ROM | Expandable Upto 512 GB,8MP Dual Camera | 5MP Front Camera,16.56 cm (6.52 inch) HD+ Display,"Mediatek Helio A22 Processor, Upto 2.0 GHz Processor",5000 mAh Lithium Polymer Battery,4.3
"POCO C50 (Royal Blue, 32 GB)","6,749",3 GB RAM | 32 GB ROM | Expandable Upto 512 GB,8MP Dual Camera | 5MP Front Camera,16.56 cm (6.52 inch) HD+ Display,"Mediatek Helio A22 Processor, Upto 2.0 GHz Processor",5000 mAh Lithium Polymer Battery,4.2
"Realme C30 - Locked with Airtel Prepaid (Denim Black, 32 GB)","5,299",2 GB RAM | 32 GB ROM | Expandable Upto 1 TB,8MP Rear Camera | 5MP Front Camera,16.51 cm (6.5 inch) HD+ Display,Unisoc T612 Processor,5000 mAh Lithium Ion Battery,4.3
"POCO C50 (Country Green, 32 GB)","6,749",3 GB RAM | 32 GB ROM | Expandable Upto 512 GB,8MP Dual Camera | 5MP Front Camera,16.56 cm (6.52 inch) HD+ Display,"Mediatek Helio A22 Processor, Upto 2.0 GHz Processor",5000 mAh Lithium Polymer Battery,4.2
Nokia 105 SS,"1,299",32 MB RAM | 32 MB ROM,0MP Front Camera,4.5 cm (1.77 inch) QVGA Display,SC6531E Processor,800 mAh Lithium Ion Battery,4.2
SAMSUNG Guru Music 2,"2,098",<p>None</p>,<p>None</p>,<p>None</p>,<p>None</p>,<p>None</p>,4.3
"Realme C30 - Locked with Airtel Prepaid (Bamboo Green, 32 GB)","6,299",3 GB RAM | 32 GB ROM | Expandable Upto 1 TB,8MP Rear Camera | 5MP Front Camera,16.51 cm (6.5 inch) HD+ Display,Unisoc T612 Processor,5000 mAh Lithium Ion Battery,4.1
"REDMI A1 (Light Blue, 32 GB)","6,246",2 GB RAM | 32 GB ROM,5MP Rear Camera,16.56 cm (6.52 inch) Display,12 months,5000 mAh Battery,4.2
"Infinix Smart 6 HD (Origin Blue, 32 GB)","5,999",2 GB RAM | 32 GB ROM | Expandable Upto 512 GB,8MP Rear Camera | 5MP Front Camera,16.76 cm (6.6 inch) HD+ Display,Mediatek Helio A22 Processor,5000 mAh Lithium-ion Polymer Battery,4.3
"Infinix Smart 6 HD (Aqua Sky, 32 GB)","5,999",2 GB RAM | 32 GB ROM | Expandable Upto 512 GB,8MP Rear Camera | 5MP Front Camera,16.76 cm (6.6 inch) HD+ Display,Mediatek Helio A22 Processor,5000 mAh Lithium-ion Polymer Battery,4.3
Nokia 105 PLUS,"1,379",4 MB RAM | 4 MB ROM,0MP Front Camera,4.5 cm (1.77 inch) Display,MTK6261D Processor,1000 mAh Lithium Ion Battery,4.1
SAMSUNG Guru Music 2,"2,098",NA ROM | Expandable Upto 16 GB,0MP Front Camera,5.08 cm (2 inch) QVGA Display,NA 0 Single Core 208MHz Processor,800 mAh Battery,4.3
SAMSUNG GURU MUSIC 2,"2,094",8 MB RAM | 0 GB ROM | Expandable Upto 16 GB,0MP | 0MP Front Camera,5.08 cm (2 inch) QVGA Display,0 0 0 208MHz Processor,800 mAh Battery,4.1
Nokia 150 TA-1235 DS,"2,499",4 MB RAM | 4 MB ROM | Expandable Upto 32 GB,0.3MP Rear Camera,6.1 cm (2.4 inch) Display,MediaTek Processor,1020 mAh Lithium-ion Battery,4.1
LAVA A3,"1,259",0 GB ROM | Expandable Upto 32 GB,0.3MP Rear Camera | 0.3MP Front Camera,4.5 cm (1.77 inch) Display,1 year manufacturer Replacement for device and 6 months manufacturer warranty for in-box accessories including batteries from the date of purchase,1750 mAh Battery,4.2
LAVA GEM,"1,658",0 MB ROM | Expandable Upto 32 GB,1.3MP Rear Camera,7.11 cm (2.8 inch) QVGA Display,NA Processor,1750 mAh Battery,4.2
SAMSUNG Guru Music 2,"2,098",NA ROM,800 mAh Battery,5.08 cm (2 inch) NA Display,1 Year Manufacturer Warranty,0 0 0 208MHz Processor,4.3
Nokia 150 DS 2020,"2,499",4 MB RAM | 4 MB ROM | Expandable Upto 32 GB,0.3MP Rear Camera,6.1 cm (2.4 inch) Display,MediaTek Processor,1020 mAh Lithium-ion Battery,4.1
GFive U707,749,32 MB RAM | 64 MB ROM | Expandable Upto 16 GB,0.3MP Rear Camera,4.57 cm (1.8 inch) Display,1 Year Manufacturer warranty.,950 mAh Battery,3.6
SAMSUNG Guru Music 2,"2,140",NA ROM | Expandable Upto 16 GB,0MP Front Camera,5.08 cm (2 inch) QVGA Display,NA 0 Single Core 208MHz Processor,800 mAh Li-Ion Battery,4.3
Nokia 105 TA-1416 DS,"1,449",32 MB RAM | 32 MB ROM,0MP Front Camera,4.5 cm (1.77 inch) QVGA Display,SC6531E Processor,800 mAh Lithium Ion Battery,4.1
"MOTOROLA e13 (Aurora Green, 64 GB)","6,999",2 GB RAM | 64 GB ROM | Expandable Upto 1 TB,13MP Rear Camera | 5MP Front Camera,16.51 cm (6.5 inch) HD+ Display,Unisoc T606 Processor,5000 mAh Battery,4
"Micromax IN 2C (Silver, 32 GB)","5,999",3 GB RAM | 32 GB ROM | Expandable Upto 256 GB,8MP Rear Camera | 5MP Front Camera,16.56 cm (6.52 inch) HD+ Display,Unisoc T610 Processor,5000 mAh Battery,4.1
GFive U707,749,32 MB RAM | 32 MB ROM | Expandable Upto 16 GB,0.3MP Rear Camera,4.57 cm (1.8 inch) Display,1 Year Manufacturer warranty.,1000 mAh Battery,3.6
LAVA A3,"1,228",4 MB RAM | 3 MB ROM | Expandable Upto 32 GB,0.3MP Rear Camera | 0.3MP Front Camera,4.5 cm (1.77 inch) Display,1 year manufacturer Replacement for device and 6 months manufacturer warranty for in-box accessories including batteries from the date of purchase,1750 mAh Battery,4.2
itel It2171,999,32 MB RAM | 32 MB ROM | Expandable Upto 32 GB,0.3MP Rear Camera,4.57 cm (1.8 inch) Quarter QVGA Display,"100 Days Replacement Warranty, 1 year warranty for Handset & 6 Months Warranty for Accessories",1000 mAh Battery,4.1
Micromax J22,"1,187",<p>None</p>,<p>None</p>,<p>None</p>,<p>None</p>,<p>None</p>,3.9
GFive U873,749,32 MB RAM | 32 MB ROM | Expandable Upto 16 GB,0.3MP Rear Camera,4.57 cm (1.8 inch) Display,1 Year Manufacturer warranty.,1000 mAh Battery,3.6
Kechaoda K112,"1,589",32 MB RAM | 64 MB ROM | Expandable Upto 32 GB,0.3MP Rear Camera,6.1 cm (2.4 inch) QVGA Display,1 Year Manufacturer Warranty,3600 mAh Battery,4
"Micromax IN 2C (Brown, 32 GB)","5,999",3 GB RAM | 32 GB ROM | Expandable Upto 256 GB,8MP Rear Camera | 5MP Front Camera,16.56 cm (6.52 inch) HD+ Display,Unisoc T610 Processor,5000 mAh Battery,4.1
itel It2171,999,32 MB RAM | 32 MB ROM | Expandable Upto 32 GB,0.3MP Rear Camera,4.57 cm (1.8 inch) Quarter QVGA Display,"100 Days Replacement Warranty, 1 year warranty for Handset & 6 Months Warranty for Accessories",1000 mAh Battery,4.1
GFive U873,749,32 MB RAM | 32 MB ROM | Expandable Upto 16 GB,0.3MP Rear Camera,4.57 cm (1.8 inch) Display,1 Year Manufacturer warranty.,1000 mAh Battery,3.6
"Infinix Smart 6 HD (Origin Blue, 32 GB)","5,999",2 GB RAM | 32 GB ROM | Expandable Upto 512 GB,8MP Rear Camera | 5MP Front Camera,16.76 cm (6.6 inch) HD+ Display,Mediatek Helio A22 Processor,5000 mAh Lithium-ion Polymer Battery,4.3
"Infinix Smart 6 HD (Force Black, 32 GB)","5,999",2 GB RAM | 32 GB ROM | Expandable Upto 512 GB,8MP Rear Camera | 5MP Front Camera,16.76 cm (6.6 inch) HD+ Display,Mediatek Helio A22 Processor,5000 mAh Lithium-ion Polymer Battery,4.3
Nokia 105 PLUS,"1,379",4 MB RAM | 4 MB ROM,0MP Front Camera,4.5 cm (1.77 inch) Display,MTK6261D Processor,1000 mAh Lithium Ion Battery,4.1
Cellecor E3,"1,176",32 MB RAM | 32 MB ROM | Expandable Upto 32 GB,0.8MP Rear Camera,4.57 cm (1.8 inch) Display,1 Year Manufacturer Warranty,1000 mAh Battery,3.9
Nokia 150 TA-1235 DS,"2,499",4 MB RAM | 4 MB ROM | Expandable Upto 32 GB,0.3MP Rear Camera,6.1 cm (2.4 inch) Display,MediaTek Processor,1020 mAh Lithium-ion Battery,4.1
LAVA A3,"1,234",0 GB ROM | Expandable Upto 32 GB,0.3MP Rear Camera | 0.3MP Front Camera,4.5 cm (1.77 inch) Display,1 year manufacturer Replacement for device and 6 months manufacturer warranty for in-box accessories including batteries from the date of purchase,1750 mAh Battery,4.2
LAVA GEM,"1,680",0 MB ROM | Expandable Upto 32 GB,1.3MP Rear Camera,7.11 cm (2.8 inch) QVGA Display,NA Processor,1750 mAh Battery,4.2
Nokia 150 DS 2020,"2,499",4 MB RAM | 4 MB ROM | Expandable Upto 32 GB,0.3MP Rear Camera,6.1 cm (2.4 inch) Display,MediaTek Processor,1020 mAh Lithium-ion Battery,4.1
GFive U707,749,32 MB RAM | 64 MB ROM | Expandable Upto 16 GB,0.3MP Rear Camera,4.57 cm (1.8 inch) Display,1 Year Manufacturer warranty.,950 mAh Battery,3.6
SAMSUNG Guru Music 2,"1,940",NA ROM | Expandable Upto 16 GB,0MP Front Camera,5.08 cm (2 inch) QVGA Display,NA 0 Single Core 208MHz Processor,800 mAh Battery,4.3
SAMSUNG GURU MUSIC 2,"2,064",8 MB RAM | 0 GB ROM | Expandable Upto 16 GB,0MP | 0MP Front Camera,5.08 cm (2 inch) QVGA Display,0 0 0 208MHz Processor,800 mAh Battery,4.1
"MOTOROLA e13 (Aurora Green, 64 GB)","6,999",2 GB RAM | 64 GB ROM | Expandable Upto 1 TB,13MP Rear Camera | 5MP Front Camera,16.51 cm (6.5 inch) HD+ Display,Unisoc T606 Processor,5000 mAh Battery,4
LAVA A3,"1,212",4 MB RAM | 3 MB ROM | Expandable Upto 32 GB,0.3MP Rear Camera | 0.3MP Front Camera,4.5 cm (1.77 inch) Display,1 year manufacturer Replacement for device and 6 months manufacturer warranty for in-box accessories including batteries from the date of purchase,1750 mAh Battery,4.2
"Micromax IN 2C (Silver, 32 GB)","5,999",3 GB RAM | 32 GB ROM | Expandable Upto 256 GB,8MP Rear Camera | 5MP Front Camera,16.56 cm (6.52 inch) HD+ Display,Unisoc T610 Processor,5000 mAh Battery,4.1
GFive U707,749,32 MB RAM | 32 MB ROM | Expandable Upto 16 GB,0.3MP Rear Camera,4.57 cm (1.8 inch) Display,1 Year Manufacturer warranty.,1000 mAh Battery,3.6
itel It2171,999,32 MB RAM | 32 MB ROM | Expandable Upto 32 GB,0.3MP Rear Camera,4.57 cm (1.8 inch) Quarter QVGA Display,"100 Days Replacement Warranty, 1 year warranty for Handset & 6 Months Warranty for Accessories",1000 mAh Battery,4.1
Micromax J22,"1,187",<p>None</p>,<p>None</p>,<p>None</p>,<p>None</p>,<p>None</p>,3.9
Nokia 105 TA-1416 DS,"1,449",32 MB RAM | 32 MB ROM,0MP Front Camera,4.5 cm (1.77 inch) QVGA Display,SC6531E Processor,800 mAh Lithium Ion Battery,4.1
Micromax X412,939,<p>None</p>,<p>None</p>,<p>None</p>,<p>None</p>,<p>None</p>,3.9
GFive U873,749,32 MB RAM | 32 MB ROM | Expandable Upto 16 GB,0.3MP Rear Camera,4.57 cm (1.8 inch) Display,1 Year Manufacturer warranty.,1000 mAh Battery,3.6
Kechaoda K112,"1,589",32 MB RAM | 64 MB ROM | Expandable Upto 32 GB,0.3MP Rear Camera,6.1 cm (2.4 inch) QVGA Display,1 Year Manufacturer Warranty,3600 mAh Battery,4
"Micromax IN 2C (Brown, 32 GB)","5,999",3 GB RAM | 32 GB ROM | Expandable Upto 256 GB,8MP Rear Camera | 5MP Front Camera,16.56 cm (6.52 inch) HD+ Display,Unisoc T610 Processor,5000 mAh Battery,4.1
itel It2171,999,32 MB RAM | 32 MB ROM | Expandable Upto 32 GB,0.3MP Rear Camera,4.57 cm (1.8 inch) Quarter QVGA Display,"100 Days Replacement Warranty, 1 year warranty for Handset & 6 Months Warranty for Accessories",1000 mAh Battery,4.1
GFive U873,749,32 MB RAM | 32 MB ROM | Expandable Upto 16 GB,0.3MP Rear Camera,4.57 cm (1.8 inch) Display,1 Year Manufacturer warranty.,1000 mAh Battery,3.6
SAMSUNG Guru Music 2 SM-B315E,"1,980",Expandable Upto 16 GB,0MP Front Camera,5.08 cm (2 inch) QVGA Display,0 0 0 208MHz Processor,800 mAh Battery,4.2
Micromax X512,"1,146",56 MB RAM | 24 MB ROM,0.3MP Rear Camera,4.5 cm (1.77 inch) Display,1 Year Warranty,1750 mAh Battery,3.9
Micromax X512,"1,164",<p>None</p>,<p>None</p>,<p>None</p>,<p>None</p>,<p>None</p>,4.1
Cellecor E3,"1,176",32 MB RAM | 32 MB ROM | Expandable Upto 32 GB,0.8MP Rear Camera,4.57 cm (1.8 inch) Display,1 Year Manufacturer Warranty,1000 mAh Battery,3.9
SAMSUNG Guru Music 2,"2,160",<p>None</p>,<p>None</p>,<p>None</p>,<p>None</p>,<p>None</p>,4.3
Motorola a10,"1,399",<p>None</p>,<p>None</p>,<p>None</p>,<p>None</p>,<p>None</p>,4.2
Motorola a10,"1,419",<p>None</p>,<p>None</p>,<p>None</p>,<p>None</p>,<p>None</p>,4.2
itel It2171,999,32 MB RAM | 32 MB ROM,0.3MP Rear Camera,4.57 cm (1.8 inch) Display,"100 Days Replacement Warranty, 1 year warranty for Handset & 6 Months Warranty for Accessories",1000 mAh Battery,4.1
I Kall K100,704,<p>None</p>,<p>None</p>,<p>None</p>,<p>None</p>,<p>None</p>,3.3
Micromax J22,"1,168",<p>None</p>,<p>None</p>,<p>None</p>,<p>None</p>,<p>None</p>,3.9
LAVA A1 Josh 2021,"1,055",<p>None</p>,<p>None</p>,<p>None</p>,<p>None</p>,<p>None</p>,4.1
SAMSUNG Guru Music 2,"2,133",<p>None</p>,<p>None</p>,<p>None</p>,<p>None</p>,<p>None</p>,4.3
SAMSUNG Guru Music 2,"2,093",NA ROM | Expandable Upto 16 GB,0MP Front Camera,5.08 cm (2 inch) QVGA Display,NA 0 Single Core 208MHz Processor,800 mAh Li-Ion Battery,4.3
LAVA A1 2021,"1,087",0 MB ROM | Expandable Upto 32 GB,0.3MP Rear Camera,4.5 cm (1.77 inch) Display,1 year manufacturer replacement guarantee for Phone and 6 months replacement for accessories in the box,800 mAh Li-ion Battery,4.1
Kechaoda K112,"1,688",32 MB RAM | 64 MB ROM | Expandable Upto 32 GB,0.3MP Rear Camera,6.1 cm (2.4 inch) QVGA Display,1 Year Manufacturer Warranty,3600 mAh Battery,4
Nokia 105 ss,"1,475",<p>None</p>,<p>None</p>,<p>None</p>,<p>None</p>,<p>None</p>,4.3
Micromax X512,"1,068",32 MB RAM | 32 MB ROM,0.3MP Rear Camera,4.5 cm (1.77 inch) Display,1 Year Warranty,1750 mAh Battery,3.7
"MOTOROLA e13 (Creamy White, 64 GB)","6,999",2 GB RAM | 64 GB ROM | Expandable Upto 1 TB,13MP Rear Camera | 5MP Front Camera,16.51 cm (6.5 inch) HD+ Display,Unisoc T606 Processor,5000 mAh Battery,4
LAVA Hero 600i,918,<p>None</p>,<p>None</p>,<p>None</p>,<p>None</p>,<p>None</p>,4.1
LAVA A1 2021,"1,099",32 MB RAM | 24 MB ROM | Expandable Upto 32 GB,0.3MP Rear Camera,4.5 cm (1.77 inch) Display,1 year manufacturer replacement guarantee for Phone and 6 months replacement for accessories in the box,800 mAh Li-ion Battery,4.1
LAVA Hero 600i,910,<p>None</p>,<p>None</p>,<p>None</p>,<p>None</p>,<p>None</p>,4.1
"MOTOROLA e13 (Cosmic Black, 64 GB)","6,999",2 GB RAM | 64 GB ROM | Expandable Upto 1 TB,13MP Rear Camera | 5MP Front Camera,16.51 cm (6.5 inch) HD+ Display,Unisoc T606 Processor,5000 mAh Battery,4
Micromax X412,"1,499",<p>None</p>,<p>None</p>,<p>None</p>,<p>None</p>,<p>None</p>,3.9
Micromax X818,"1,507",32 MB RAM | 32 MB ROM,0.3MP Rear Camera,7.11 cm (2.8 inch) Display,One Year manufacturer Warranty,1450 mAh Battery,3.9
SAMSUNG GT-E1215ZKAINS,"1,599",NA ROM,800 mAh Battery,3.81 cm (1.5 inch) NA Display,1 Year for Mobile & 6 Months for Accessories,0 0 0 0 Processor Processor,4.3
Nokia 150 DS 2020,"2,499",4 MB RAM | 4 MB ROM | Expandable Upto 32 GB,0.3MP Rear Camera,6.1 cm (2.4 inch) Display,MediaTek Processor,1020 mAh Lithium-ion Battery,4.1
itel MagicX Pro,"2,649",64 MB RAM | 128 MB ROM,0.3MP Rear Camera,6.1 cm (2.4 inch) Display,2 Years Manufacturer Warranty on Device and 6 Months on Accessories,2500 mAh Battery,3.9
Cellecor E3,"1,176",32 MB RAM | 32 MB ROM | Expandable Upto 32 GB,0.8MP Rear Camera,4.57 cm (1.8 inch) Display,1 Year Manufacturer Warranty,1000 mAh Battery,3.9
"realme C30s (Stripe Black, 32 GB)","6,999",2 GB RAM | 32 GB ROM | Expandable Upto 1 TB,8MP Rear Camera | 5MP Front Camera,16.51 cm (6.5 inch) HD+ Display,Unisoc SC9863A/ Unisoc SC9863A1 Processor,5000 mAh Lithium Ion Battery,4.5
"realme C30s (Stripe Blue, 32 GB)","6,999",2 GB RAM | 32 GB ROM | Expandable Upto 1 TB,8MP Rear Camera | 5MP Front Camera,16.51 cm (6.5 inch) HD+ Display,Unisoc SC9863A/ Unisoc SC9863A1 Processor,5000 mAh Lithium Ion Battery,4.5
Nokia 125 TA-1253 DS,"2,275",4 MB RAM | 4 MB ROM,1020 mAh Lithium-ion Battery,6.1 cm (2.4 inch) Display,1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for In-box Accessories Including Batteries from the Date of Purchase,MediaTek Processor,4
Kechaoda K66 The Music House 4,"1,165",32 MB RAM | 64 MB ROM | Expandable Upto 32 GB,1.3MP Rear Camera,4.57 cm (1.8 inch) Display,1 Year Brand Service Center Warranty,400 mAh Battery,3.9
Nokia 105SS PLUS,"1,471",32 MB RAM | 32 MB ROM,0MP Front Camera,4.5 cm (1.77 inch) QVGA Display,SC6531E Processor,1000 mAh Battery,4
itel MagicX Pro,"2,649",64 MB RAM | 128 MB ROM,0.3MP Rear Camera,6.1 cm (2.4 inch) Display,2 years warranty on mobile device & 6 months on accessories.,2500 mAh Battery,3.9
LAVA A1 2021,"1,279",32 MB RAM | 24 MB ROM | Expandable Upto 32 GB,0.3MP Rear Camera | 0.3MP Front Camera,4.57 cm (1.8 inch) Quarter QVGA Display,Android 10.0 Processor,800 mAh Lithium Ion Battery,4.1
itel Ace2 Star,910,<p>None</p>,<p>None</p>,<p>None</p>,<p>None</p>,<p>None</p>,4.1
SAMSUNG GURU 1200,"1,599",<p>None</p>,<p>None</p>,<p>None</p>,<p>None</p>,<p>None</p>,4
GFive U707,749,32 MB RAM | 64 MB ROM | Expandable Upto 16 GB,0.3MP Rear Camera,4.57 cm (1.8 inch) Display,1 Year Manufacturer warranty.,950 mAh Battery,3.6
